Subdiv,Block,Unit,Shape_Leng,Shape_Area
Lucaya Estates,373,32,1751.68871346,112136.600749
Lucaya Estates,374,32,991.985569108,55826.9336287
Lucaya Estates,375,32,1316.28620699,83061.9104897
Lucaya Estates,376,32,2413.74516809,84898.6244492
Lucaya Estates,377,33,1673.30797261,63848.2966092
Lucaya Estates,378,33,1472.82613692,98666.4516735
Lucaya Estates,379,33,982.667591044,55675.2397412
Lucaya Estates,380,33,1146.32158071,69263.1981442
Lucaya Estates,381,33,1377.23215611,87937.8390418
Lucaya Estates,382,33,1530.69902158,98334.1707262
Lucaya Estates,383,33,2257.53915652,88658.3661742
Lucaya Estates,384,33,2201.6317481,85419.8406584
Lucaya Estates,385,33,1262.94798759,79989.2137233
Lucaya Estates,386,33,1032.33939522,59520.2091171
Lucaya Estates,387,33,1581.59314466,106506.511725
Lucaya Estates,388,33,3704.98071624,147577.377192
Lucaya Estates,389,33,1470.35498093,98983.6749274
Lucaya Estates,390,33,1958.46532963,138963.613222
Lucaya Estates,391,33,1782.00547333,125042.80176
Lucaya Estates,393,33,1423.50554082,93389.7418012
Lucaya Estates,394,33,2054.79245158,117635.476676
Lucaya Estates,396,33,1982.05485674,106001.444414
Lucaya Estates,398,33,1946.14678294,135247.354881
Lucaya Estates,399,33,1114.49499406,68461.7095895
Lucaya Estates,400,33,785.189725843,35558.9585379
Lucaya Estates,401,33,3892.44516346,150751.496502
Lucaya Estates,402,34,2196.74132009,79406.8233762
Lucaya Estates,403,34,1026.32425766,60594.2932407
Lucaya Estates,404,34,1979.73996253,134639.447994
Lucaya Estates,405,34,2143.65607066,148874.948972
Lucaya Estates,406,34,2239.93246157,153813.467237
Lucaya Estates,407,34,3717.04157968,142884.229899
Lucaya Estates,408,34,2065.65154875,79367.88971
Lucaya Estates,409,34,1977.99226702,133190.288392
Lucaya Estates,410,34,1025.47463591,61060.9073186
Lucaya Estates,411,34,1143.59927993,69287.5691247
Lucaya Estates,412,34,1109.33527291,65823.8080723
Lucaya Estates,413,34,1443.8035763,87531.6866213
Lucaya Estates,414,34,359.431851725,8121.32302926
Lucaya Estates,415,34,2030.26322529,77859.6877905
Lucaya Estates,415,35,3535.09869678,145143.346861
Lucaya Estates,416,35,1157.40757914,71766.6584522
Lucaya Estates,417,35,1450.11507195,94697.2830734
Lucaya Estates,418,35,3046.12294104,124047.836876
Lucaya Estates,419,35,1556.29620318,105762.382433
Lucaya Estates,420,35,1413.92292445,93354.5311527
Lucaya Estates,421,35,1365.74350276,88106.5309779
Lucaya Estates,422,35,1067.09728438,63990.6077195
Lucaya Estates,423,35,1792.00822552,124812.885604
Lucaya Estates,424,35,3894.06332032,150035.928117
Lucaya Estates,425,35,1559.04316044,105380.879525
Lucaya Estates,426,35,1205.2590248,74300.5483443
Lucaya Estates,427,35,1252.18137663,76592.3361394
Lucaya Estates,428,35,1165.87073275,71914.7129022
Lucaya Estates,429,35,2226.67691834,150943.330359
Lucaya Estates,430,35,1689.49087441,108932.971775
Lucaya Estates,431,35,3564.42225918,143850.280863
Lucaya Estates,432,35,1789.62507796,118585.183071
Lucaya Estates,433,35,1987.97433219,135304.561513
Lucaya Estates,434,35,2545.24957865,101626.402645
Lucaya Estates,435,36,1049.49180642,36931.6373961
Lucaya Estates,436,36,2265.72310397,89101.6630818
Lucaya Estates,437,36,2278.81370918,160292.038456
Lucaya Estates,438,36,2019.56378292,139805.215474
Lucaya Estates,439,36,1634.65815709,104106.374217
Lucaya Estates,440,36,1587.13265825,60737.0796302
Lucaya Estates,441,36,1093.46135747,65047.9725934
Lucaya Estates,442,36,1996.97095341,137465.218894
Lucaya Estates,443,36,2724.10167939,102111.725033
Lucaya Estates,444,36,1030.57121008,59247.3915044
Lucaya Estates,445,36,1773.04759935,79739.8693951
Lucaya Estates,446,36,1206.05784007,74064.006258
Lucaya Estates,447,36,1071.31523547,63891.0912274
Lucaya Estates,448,36,1039.18807946,60821.5104679
Lucaya Estates,449,36,1930.17744778,128885.783664
Lucaya Estates,450,36,3235.68328436,144066.592614
Lucaya Estates,452,36,2237.69226441,152923.00099
Lucaya Estates,453,36,2356.65300696,91570.8418512
Lucaya Estates,455,36,1707.03828641,118266.060683
Lucaya Estates,457,36,2372.88080042,117953.234175
Lucaya Estates,458,37,2778.91711426,102499.941984
Lucaya Estates,459,37,1497.91117253,99639.5949429
Lucaya Estates,460,37,1089.08732128,63709.2021739
Lucaya Estates,461,37,2149.56324076,133087.633425
Lucaya Estates,462,37,1799.11061741,123617.150883
Lucaya Estates,463,37,4387.81809921,177375.820045
Lucaya Estates,464,37,1214.66120615,75882.6722676
Lucaya Estates,465,37,3169.7309156,116161.687749
Lucaya Estates,466,37,1681.86849536,113681.766024
Lucaya Estates,467,37,1532.59674818,103394.010164
Lucaya Estates,468,37,1091.44350347,55199.7918292
Lucaya Estates,469,37,1362.03726708,86583.4101676
Lucaya Estates,470,37,1157.73839448,69753.561152
Lucaya Estates,471,37,1439.95721879,97843.9601782
Lucaya Estates,472,37,2228.43849542,79766.3102743
Lucaya Estates,473,38,3181.70169353,87094.2040795
Lucaya Estates,474,38,1531.69197973,44716.5123777
Lucaya Estates,475,38,4716.96118133,199845.371465
Lucaya Estates,476,38,3116.23602031,136340.08387
Lucaya Estates,477,38,2284.65389854,54994.1372076
Lucaya Estates,478,38,2682.36902758,73277.5053469
Lucaya Estates,479,38,778.323589541,36608.5899107
Lucaya Estates,480,38,1404.11961769,90168.8685189
Lucaya Estates,481,38,2964.23809254,103631.592187
Lucaya Estates,482,38,1344.80890543,32231.7309244
Lucaya Estates,483,38,1583.89340192,81155.4630303
Lucaya Estates,484,38,923.261965106,50972.1434748
Lucaya Estates,485,38,2926.4153396,98318.2873944
Lucaya Estates,486,38,2135.41305758,58561.8205061
Lucaya Estates,487,39,2560.98251884,68019.7729887
Lucaya Estates,488,39,2774.05607345,95361.0929564
Lucaya Estates,489,39,752.328609209,37098.3902436
Lucaya Estates,490,39,2878.38252307,72678.4561283
Lucaya Estates,491,39,2542.47424387,192628.680561
Lucaya Estates,492,39,825.829510986,42812.1897958
Lucaya Estates,493,39,1206.58591982,74043.7676925
Lucaya Estates,494,39,975.47281301,54222.8087284
Lucaya Estates,496,39,3982.15056768,111421.829842
Lucaya Estates,497,40,3584.41559837,94143.3915071
Lucaya Estates,498,40,2877.73664908,97092.2492543
Lucaya Estates,499,40,1698.8607069,75556.7208762
Lucaya Estates,500,40,3191.5011113,76021.9839107
Lucaya Estates,501,40,3448.87203277,111248.07928
Lucaya Estates,502,40,1697.7955498,114101.067943
Lucaya Estates,503,40,1877.3059757,126186.405464
Lucaya Estates,504,40,4886.38032155,132942.092482
Lucaya Estates,505,40,2154.62306235,62279.1735432
Lucaya Estates,506,40,1077.36870567,37511.5193722
Lucaya Estates,507,40,806.068424618,41104.6964953
Lucaya Estates,508,40,2995.10640453,95557.1354551
Lucaya Estates,509,40,2793.86734337,76681.6365038
Lucaya Estates,510,41,2781.90204644,110457.830955
Lucaya Estates,511,41,1147.60840115,69921.458538
Lucaya Estates,512,41,1006.34757568,57826.0944127
Lucaya Estates,513,41,1702.92827164,119393.13131
Lucaya Estates,514,41,2396.79482912,86246.8524372
Lucaya Estates,515,41,1144.18760663,70641.5856822
Lucaya Estates,516,41,1829.27437969,121859.413362
Lucaya Estates,517,41,2365.49859952,115232.736448
Lucaya Estates,518,41,1122.16327315,69310.3894964
Lucaya Estates,519,41,2159.44968227,157323.42969
Lucaya Estates,520,41,2884.46418073,114201.218924
Lucaya Estates,521,41,1394.04633866,95321.7481819
Lucaya Estates,522,41,2285.21080325,120927.927994
Lucaya Estates,523,41,1223.95185855,75815.1505768
Lucaya Estates,525,41,2113.64694891,74633.3617719
Lucaya Estates,526,42,2517.23318693,90718.0099546
Lucaya Estates,527,42,1758.22800588,115387.104086
Lucaya Estates,528,42,2219.30664863,154705.374457
Lucaya Estates,529,42,1361.04622309,91213.4229737
Lucaya Estates,530,42,2601.64050723,92921.3004892
Lucaya Estates,531,42,710.214442007,33392.6700939
Lucaya Estates,532,42,1325.49952874,84247.2168699
Lucaya Estates,533,42,1363.27347271,68651.5428016
Lucaya Estates,534,42,1134.61774501,66887.4045697
Lucaya Estates,535,42,3990.83087523,160698.454106
Lucaya Estates,536,42,2393.25302867,124702.335717
Lucaya Estates,537,42,1190.81697436,74906.4874537
Lucaya Estates,538,42,1279.63696972,79956.6530604
Lucaya Estates,539,42,1171.9490722,71715.1757761
Lucaya Estates,540,42,1461.03016405,95593.0621653
Lucaya Estates,541,42,961.839198478,53311.2018238
Lucaya Estates,542,42,2706.98276641,107305.660263
Lucaya Estates,543,43,2277.30938604,90764.4518756
Lucaya Estates,544,43,1963.84306934,136644.58729
Lucaya Estates,545,43,1010.20819236,56470.7204571
Lucaya Estates,546,43,2073.68796037,71881.7929714
Lucaya Estates,548,43,2545.52869784,183322.579965
Lucaya Estates,549,43,1351.06222943,84371.3919998
Lucaya Estates,550,43,1716.8825982,63940.775324
Lucaya Estates,551,43,1752.93847142,117183.527009
Lucaya Estates,552,43,2514.85813235,185080.348935
Lucaya Estates,553,43,1621.52241036,109425.386388
Buckingham County,21,,1015.14426269,37656.1274358
Buckingham County,22,,1017.09490316,36855.6126157
Buckingham County,20,,1825.06916994,56026.8385055
Buckingham County,19,,669.539156593,24603.8230018
Lucaya Estates,395,33,2156.86995495,152966.001389
Lucaya Estates,492,33,0,0
Lucaya Estates,457,36,2722.74479911,106597.560515
Lucaya Estates,456,36,1060.74447428,61705.6105074
,,,0,0
Lucaya Estates,454,36,1451.83725781,94183.5384762
Lucaya Estates,451,36,1408.89894083,89797.3734561
Lucaya Estates,22,48,3251.29009208,180253.15067
Lucaya Estates,23,48,1107.33484915,65977.2090328
Lucaya Estates,34,03,1770.86719628,121569.070641
Lucaya Estates,33,3,910.468418439,49350.8060487
Lucaya Estates,225,15-18,0,0
Forest Green,7,2,3739.6454931,118416.28884
Forest Green,7,4,2468.86050937,72467.3915043
Civic Industrial Area,W-A,,945.512665465,13372.0556879
Civic Industrial Area,W-A,,968.809526138,15560.4446856
Civic Industrial Area,V,,571.826629746,16822.1566662
Civic Industrial Area,U,,554.088123861,14129.0859648
Civic Industrial Area,S,,611.381957178,21343.5270139
Civic Industrial Area,II,,2620.31346474,214641.977108
Civic Industrial Area,DD,,1204.44487771,82920.8091387
Civic Industrial Area,W-W,,830.029247348,35099.3314704
Civic Industrial Area,AA,,1691.70073454,75977.045433
Civic Industrial Area,G,,1545.62687719,151878.97808
Lucayan Knoll,5,,1106.37994581,24801.4014221
Lucayan Knoll,3,,336.642613339,6731.64094724
Lucaya Estates,64,06,3242.9695753,126782.201163
Lucaya Estates,68,06,2553.49317893,109355.629582
